pid,fum,frcv,fry,forc
6,CG-0400,,0,AA-1200
13,JA-1600,,0,LS-0300
36,GC-0500,GC-0500,0,MC-0600
141,JR-2000,JR-2000,0,KB-2100
155,JA-1600,KN-0400,0,PP-1100
200,SM-0100,KM-0900,0,DH-3600
251,AS-0800,LM-0500,3,TS-1800
512,AG-1600,SE-0400,0,RL-1500
518,BF-0100,ED-0600,0,SE-0400
565,BM-3100,BM-3100,0,BC-2700
660,EJ-0200,JH-2600,0,MP-0600
781,MC-1600,MC-1600,0,
833,JK-1500,JK-1500,0,
853,JK-1500,JT-0900,0,
896,LS-1100,,0,RT-1200
924,CR-1500,TG-0200,0,BW-0300
993,MR-1400,RG-2000,0,EM-0800
1081,DC-4400,DC-4400,0,
1083,RM-5000,,0,JA-3100
1095,MB-2800,MB-2800,0,
1122,KW-1100,KS-0400,0,LW-1000
1230,KF-0200,JL-3400,8,DB-4200
1232,MA-0600,MA-0600,0,CS-2100
1240,DB-2600,DB-2600,0,
1300,JB-3800,JB-3800,0,
1341,WJ-0200,MW-0300,0,SB-1000
1395,RW-2600,JH-5200,0,SK-0800
1426,RW-2600,JD-1775,0,JD-1775
1429,SI-0100,CO-0800,1,DH-4100
1444,JJ-2300,JJ-2300,0,
1445,KP-0900,KP-0900,0,MW-0300
1507,TB-0400,EM-0900,0,
1522,JP-3200,MB-0700,0,
1529,GC-0800,AW-1300,0,AW-1300
1550,KC-2000,KC-2000,0,
1593,CD-1600,JP-3200,0,
1643,DG-1800,CB-2600,0,
1713,RL-0300,RL-0300,0,
1743,RL-0300,RU-0100,8,LJ-1200
1778,RG-0200,RG-0200,0,
1794,HP-0100,AB-0800,0,CH-1800
1808,KG-0800,SA-0200,0,RB-4700
1921,KS-2300,AF-0100,0,
2047,SB-0700,NK-0300,4,BS-2800
2253,SM-2400,FM-0400,0,PW-0900
2352,DO-0200,DO-0200,0,
2360,TN-0100,BG-1900,0,
2446,CH-4400,ZW-0200,0,JS-1900
2474,CH-4400,DS-4000,0,RB-4700
2507,TB-0200,HS-0300,0,RW-4300
2511,MB-4500,MB-4500,0,
2578,SM-0100,JS-1900,0,JS-1900
2658,BF-0100,WH-0600,0,
2689,BF-0100,PH-0100,29,MW-1500
2712,AR-1700,EA-0100,19,JF-2700
2766,TD-0800,HJ-0100,14,DP-1900
2820,BB-1700,CY-0100,0,WR-0200
2828,CY-0100,TR-0700,0,TS-0100
2867,TC-2600,SZ-0100,0,BS-2000
2870,TM-0100,TM-0100,0,TP-2100
2969,TD-2500,IG-0200,0,DS-3000
2976,CC-1400,AR-0300,0,TP-2300
3018,CC-1400,BR-1300,0,
3096,SJ-0400,BK-1100,0,BJ-1000
3111,DJ-1800,MT-0100,38,HH-0100
3243,BJ-1400,SD-0400,0,AA-0500
3292,RD-1900,RD-1900,0,TP-1900
3363,KD-1000,GB-0500,0,JH-2000
3482,DC-4400,DC-4400,0,
3499,DC-4400,JT-0900,0,TA-0900
3573,RM-5000,RS-2000,0,SM-0200
3591,KC-2000,AT-0900,0,HD-0400
3799,JB-3800,OR-0300,0,JW-3700
3814,JB-3800,JB-3800,0,
3824,RJ-0700,RJ-0700,0,
3876,RL-0300,TG-0400,0,FW-0500
3943,TO-0200,,0,ED-0100
3972,MM-5500,,0,ZB-0300
4135,KW-0500,MF-0300,0,
4218,JK-1500,KC-0500,2,TC-2200
4258,GM-1100,GM-1100,0,
4263,CM-2200,SQ-0100,5,RB-0700
4316,DW-2500,RB-0700,24,DA-0100
4429,SM-2400,DW-3150,9,
4467,EG-0600,EG-0600,0,KH-2200
4593,TJ-2700,GE-0200,0,CH-2500
4595,ES-1000,CS-1200,0,KL-0500
4599,MP-1300,AC-1600,0,KL-0300
4600,DB-3100,,0,KL-0300
4652,MJ-0700,MM-0200,0,DH-2100
4666,JM-3500,DB-0900,0,DB-0900
4798,DD-2800,JF-0500,0,TB-3400
4878,DW-0800,TS-0800,0,TG-0500
4916,JH-4400,GD-0500,0,
4976,CC-1400,CC-1400,0,
4987,TM-0900,LW-1500,0,ED-0100
4991,KW-0200,KW-0200,0,
5031,TB-1200,RB-4600,0,RB-2700
5034,JA-1600,DE-1200,-3,ER-0400
5155,TB-0400,MB-4100,12,TS-2200
5186,CM-2200,MS-5300,0,
5297,DC-1500,CS-1100,6,JG-1300
5342,HW-0100,HW-0100,0,DM-1500
5368,CB-0900,JS-6500,0,
5496,JM-6400,SQ-0100,0,DB-4200
5539,DM-2200,DM-2200,0,
5551,TD-0800,BW-1500,0,BT-0500
5687,TM-0100,KT-0400,0,ES-1500
5777,AS-1400,LS-1200,0,JS-3900
5792,AS-1400,,0,TB-2200
5829,TM-0100,TM-0100,0,
5855,LP-0100,LB-1700,0,RB-1700
5906,TR-0300,TG-1300,0,JS-1500
5950,MM-5000,MP-0600,0,
6061,DC-4400,DC-4400,0,
6116,RS-2000,GS-1100,0,LM-1300
6296,PP-1000,VG-0200,0,ML-1800
6300,CW-0900,BP-0100,0,CH-2200
6318,CW-0900,CH-2200,0,
6352,RG-0200,TP-2300,28,KP-0800
6355,TW-1600,EB-1700,0,BR-1300
6390,BG-1900,RU-0100,0,
6494,JB-3800,JB-3800,0,JB-2900
6634,TH-2600,JZ-0200,0,TJ-1100
6768,AH-0200,AH-0200,0,
6796,TB-0200,TB-0200,0,JT-0900
6813,TB-0200,EM-1900,0,TA-0900
6847,JT-3200,RB-4700,0,TT-1100
6956,RC-2800,RC-2800,0,
6964,BJ-1400,GE-0200,0,LL-0800
7000,MF-0500,BJ-1400,0,
7036,RI-0200,CB-0100,0,MC-0500
7047,DS-0400,DS-0400,0,
7244,HG-0100,KL-0500,0,RM-3000
7259,DM-1000,BC-1100,10,
7261,JA-1600,JA-1600,0,
7304,KW-0500,JR-2700,0,HC-0100
7346,JA-1600,KL-1700,94,MJ-2400
7348,DV-0200,CT-1000,0,CT-1000
7443,TM-0100,OB-0200,0,AP-1900
7462,JL-1400,SF-0300,0,DW-3400
7492,SM-2700,TS-1700,0,RB-4700
7581,GM-1100,GM-1100,0,
7630,CM-2200,JJ-4100,0,
7649,DH-4200,DH-4200,0,
7663,MB-2800,CK-1100,0,
7674,CM-2200,CM-2200,0,
7684,CM-2200,,0,
7732,CM-2200,CM-2200,0,
7833,TA-0300,JP-3800,0,JE-0600
7898,MW-1600,JW-1600,1,PP-1100
7961,TR-0300,MT-0100,0,JS-5300
7979,MA-1000,GW-0600,0,
8023,GF-0400,GS-1300,0,GW-0600
8029,RS-2100,EH-0700,0,PD-0400
8101,KF-0200,KF-0200,0,
8115,KF-0200,ZT-0100,0,BW-0300
8159,BE-0500,TJ-1300,0,LM-1300
8162,DB-2600,JA-1900,0,TA-0900
8221,JB-4500,CO-0800,1,
8254,RW-2600,TV-0200,0,HT-0500
8307,RW-2600,CE-0500,2,HT-0500
8339,DS-3500,DS-3500,0,
8345,DS-3500,PC-0500,0,NH-0100
8496,TC-2600,SZ-0100,0,
8583,EG-0200,EG-0200,0,
8606,BS-1700,DS-2100,0,KH-2200
8722,CR-1500,RR-1400,17,
8732,RJ-0700,RJ-0700,0,
8757,CR-1500,SH-0600,0,
8786,RL-0300,RL-0300,0,
8828,NJ-0200,NJ-0200,0,
8944,VT-0200,FB-0100,0,CA-0300
9007,MA-0600,VG-0200,0,MJ-2200
9012,SK-0400,BC-2700,0,JA-0100
9095,AM-3100,DT-0400,0,
9240,RS-2400,RS-2400,0,
9272,PM-0200,KH-0500,0,
9423,RJ-1200,JF-1500,0,MW-0800
9514,TB-1200,CH-2500,0,RM-3300
9525,TB-1200,,0,DW-4600
9553,MB-1000,MB-1000,0,
9558,KW-0200,KW-0200,0,
9591,TB-1200,BW-2800,0,BW-2800
9693,LS-1100,JC-4700,4,TB-0500
9733,AS-1400,JT-0900,29,JT-0900
9835,DP-0500,JB-7600,0,
9896,ME-0300,ME-0300,0,RB-0200
9897,ME-0300,RW-4100,0,
9976,BG-1900,WM-0500,0,WM-0500
10097,BG-1900,HG-0400,0,GS-1100
10343,EK-0300,EK-0300,0,
10351,WH-0600,JF-2000,0,
10392,AG-1600,BU-0200,0,
10402,CM-2200,CM-2200,0,
10620,PB-1000,DC-1700,44,
10631,KS-2300,ES-1500,0,LS-1200
10632,MB-4500,JG-1300,0,
10691,JR-2000,PT-0500,0,AW-1300
10695,TH-0500,DB-3100,0,LS-0300
10721,MJ-0700,JL-1700,0,JK-0400
10775,TJ-2700,WT-0300,0,LS-0300
10805,MC-1700,MC-1700,0,
11053,KC-2000,MR-1300,0,
11060,KC-2000,LP-0500,0,KH-2200
11131,EG-0200,JS-1700,8,JS-1700
11176,BJ-1400,DR-2100,0,AM-1500
11198,BJ-1400,BJ-1400,0,
11207,DS-0400,DS-0400,0,
11211,KW-1100,KW-1100,0,
11291,KJ-0700,SS-1000,0,DG-2500
11306,SK-0400,SK-0400,0,BS-2800
11418,DS-3500,MC-0600,0,EJ-0400
11515,RW-1000,,0,JH-2600
11567,JK-1500,JK-1500,0,
11581,JK-1500,JK-1500,0,
11632,SA-0600,PD-0400,0,GW-0600
11696,MJ-0700,TR-0700,0,LJ-1300
11782,MC-1700,LJ-1300,0,
11801,TJ-2700,TJ-2700,0,
11828,WO-0200,LW-0900,0,
12010,MB-1000,MB-1000,0,
12116,BH-2100,BH-2100,0,HN-0200
12118,RG-1700,MB-1000,0,
12325,NL-0600,PP-0500,0,
12339,EG-0200,RH-1500,0,DW-3400
12421,AS-1400,AS-1400,0,
12453,AS-1400,JT-2700,0,KH-2200
12472,BF-0100,LE-0100,3,RP-1600
12516,JB-3500,JB-3500,0,
12534,BF-0100,TK-0600,0,TS-1000
12544,HG-0100,RM-2900,0,CK-1100
12562,AG-1600,DD-2600,0,CB-4100
12672,SM-3400,SM-3400,0,TA-0900
12674,RJ-1200,RJ-1200,0,TA-0900
12739,JO-0600,RJ-1200,0,
12769,SM-3400,SM-0200,20,PS-1000
12856,PM-0200,LM-1700,0,GS-1100
13056,CM-0600,LK-0500,0,LF-0400
13085,RL-1400,KH-1400,0,JP-3600
13111,DM-2200,DM-2200,0,MC-2000
13136,DS-0400,JC-2600,0,JB-4500
13189,DM-2200,SS-1000,0,BS-2800
13236,DM-2900,JT-2800,0,
13361,JH-1100,JF-0700,0,
13450,CG-0400,MP-1600,0,TB-3500
13482,RG-0200,BY-0400,0,
13563,CG-0400,GJ-0100,0,LJ-1200
13667,TT-0400,AB-1000,0,AB-1000
13700,MB-4500,MB-4500,0,
13708,MB-4500,MB-4500,0,
13729,JS-4200,RL-0600,0,
13734,FT-0100,RB-0200,27,CH-1800
13740,TF-1100,DS-1800,0,
13744,MB-4500,MM-2300,0,
13765,RS-2400,JC-5500,0,CL-1500
13801,SM-0100,,0,
13833,KJ-0700,OT-0100,0,RT-0200
13849,DC-4400,JL-3400,0,
13872,AS-3400,MW-2900,0,MB-2100
13900,DC-4400,DC-4400,0,
13947,AH-1600,HM-0500,0,
13957,RS-2000,RS-2000,0,DB-4200
13997,DB-3100,CS-1800,5,CE-0500
14150,JL-2100,JL-2100,0,
14187,MM-5000,SR-0900,0,SC-1600
14192,JL-2100,JO-0600,0,RH-1100
14216,JH-1100,,0,MW-1500
14231,RJ-1200,DL-1500,29,
14291,JH-1100,JH-1100,0,
14378,DO-0200,DO-0200,0,
14391,DO-0200,IG-0200,0,AM-2000
14421,BJ-1000,BJ-1000,0,
14594,JG-0600,JG-0600,0,
14746,RG-0200,JB-7200,0,
14811,SM-3500,CW-3700,0,AD-1500
14844,KF-0200,BC-2700,0,BC-2700
14881,VT-0200,BH-0400,0,CS-2100
14919,DB-2600,SE-0400,2,JA-0100
15012,MB-1000,FM-0100,0,FT-0200
15014,JB-3800,MM-3400,0,JW-4300
15024,JB-3800,TM-3200,0,
15058,CM-3100,BH-1500,0,
15130,JB-3800,WW-0500,0,JH-4400
15422,AS-1400,JG-1300,0,JP-3600
15577,TW-2100,WW-0700,0,JB-2900
15601,RW-1000,CB-1300,0,JW-4000
15661,MP-1000,FB-0600,0,
15672,JK-1500,CB-2800,0,EJ-0700
15719,BK-1100,BK-1100,0,
15917,SD-0400,CM-1200,0,JS-1900
16038,GM-1100,GM-1100,0,
16062,GM-1100,GM-1100,0,
16131,TW-0400,RM-2500,0,MB-4100
16212,AW-1000,ER-0300,0,RG-1200
16218,EG-0200,LS-1200,0,
16226,KM-0900,SR-1100,0,MR-1300
16349,MA-0600,RR-0500,6,KS-0300
16462,AS-3400,AS-3400,0,
16631,PH-0600,,0,MR-1300
16636,TB-0200,TB-0200,0,
16678,SM-2400,SM-2400,0,
16682,TB-0200,JO-0500,0,KH-2200
16707,JL-1400,JL-1400,0,MR-1300
16735,RT-0900,RW-4100,4,KH-1700
16737,TD-1400,TD-1400,0,
16769,TD-1400,EM-1900,0,JK-0300
16801,TO-0200,LT-0800,0,LT-0800
16827,PS-0500,PS-0500,0,
16861,PS-0500,PS-0500,0,
16993,CD-1500,EB-1700,8,BR-1300
17024,BG-1900,BG-1900,0,
17037,MA-1000,CC-0800,0,SF-0300
17086,BG-1900,RW-3600,3,SF-0300
17143,MP-1300,CD-1600,0,MM-6100
17268,KF-0200,,0,
17345,EJ-0200,HT-0400,0,LM-1300
17350,JR-0600,EB-1200,0,TB-1600
17367,DB-2600,DB-2600,0,
17423,TB-3300,TB-1600,0,
17454,AM-3100,AM-3100,0,
17475,RS-2400,DT-0400,0,
17480,SS-2900,SS-2900,0,
17502,SA-0700,TB-2200,4,DD-0100
17555,FT-0100,FT-0100,0,
17565,KM-0900,SS-1000,0,MS-4700
17680,KW-0500,DE-0400,11,
17693,AH-0200,TH-2300,0,
17761,DH-0600,,0,
17848,CC-1000,CC-1000,0,
17873,EM-1800,EM-1800,0,
17928,PP-1000,OT-0100,0,RT-0200
18038,RW-1000,RW-1000,0,GJ-0100
18062,JK-1500,GB-0500,0,
18066,RG-0200,LK-0300,0,CB-3300
18093,JK-1500,RC-1700,0,
18151,JM-4500,CW-2000,0,HD-0400
18160,DA-2000,SW-2100,3,SW-2100
18226,BM-3300,BM-3300,0,
18280,HP-0100,CS-1100,0,
18624,MC-2100,OG-0100,0,TT-1100
18763,MC-1700,MH-2000,0,FM-0100
18775,JP-3200,DH-4100,0,LG-0300
18865,CC-1400,CC-1400,0,
18873,RK-0200,DE-1200,0,
18947,SB-0700,TH-0300,0,EJ-0400
18969,TD-1400,LF-0400,0,
18987,KS-2300,KS-2300,0,
19027,KS-2300,RB-4700,0,
19043,CH-1800,SS-1400,0,JS-3100
19170,VT-0200,SC-1600,0,SR-0900
19222,CM-0600,SC-1600,3,KN-0200
19260,AS-1400,PW-0400,0,
19329,AS-1400,MG-0900,0,
19489,RC-2800,TB-2200,11,PS-0800
19543,MS-4600,RC-2800,0,
19546,ES-1000,FB-0800,5,
19607,CB-0900,LC-0600,0,CB-2800
19608,EJ-0200,,0,CC-1800
19676,TW-2100,LF-0600,0,LC-0100
19680,JS-6500,JW-4700,0,MP-1000
19721,EJ-0200,TF-0100,2,JJ-4100
19766,TT-1100,BW-2300,0,BW-2300
19842,LI-0100,RJ-2100,0,CB-2500
19884,AR-1700,AR-1700,0,
19900,BF-0100,KM-2400,0,TA-0900
19925,BM-3300,BM-3300,0,
19972,TB-0400,TB-0400,0,BD-0700
19973,TB-0400,TB-0400,0,
20012,LW-0900,TB-0400,0,
20014,KC-2000,,0,CS-1800
20023,TB-0400,TB-0400,0,
20120,JG-0600,JG-0600,0,
20168,TH-2600,JZ-0200,0,AU-0100
20245,JG-0600,JG-0600,0,
20322,SA-0600,DC-2200,0,LB-1700
20343,KL-1100,KL-1100,0,MS-2000
20434,DC-4400,MJ-2000,0,WS-0100
20633,FM-0200,MP-1600,0,TB-3500
20674,FJ-0500,FJ-0500,0,WT-0100
20897,SD-0400,AW-1300,103,MM-0200
20927,JP-3200,DS-5000,0,
20965,JP-3200,LS-0600,0,KL-0100
21197,JH-0600,RB-4600,1,
21378,PM-0200,PD-0100,0,RC-1900
21416,AS-1400,MM-2300,0,
21447,AS-1400,MG-0900,0,PB-0600
21553,KC-2000,LB-1600,0,KM-1300
21565,RD-0700,PE-0200,16,WR-0200
21726,JO-0400,,0,KO-0600
21744,LF-0600,PS-1000,0,SM-0200
21762,TF-0100,TR-1200,0,DD-3050
21807,JJ-2400,,0,
21845,KF-0200,KF-0200,0,
21894,CW-0900,CW-0900,0,
21899,DF-1300,WM-0500,0,
22164,TO-0200,TJ-0400,0,FW-0500
22203,VT-0200,MT-0100,0,
22480,KA-0900,MP-1600,0,MP-1600
22597,DM-2200,JW-1800,0,GT-0200
22620,RC-2800,,0,BW-1500
22649,RC-2800,RC-2800,0,
22709,RT-0800,TH-1000,0,
22752,JH-1100,CB-3300,6,
22759,RJ-0700,RJ-0700,0,
22764,JH-1100,GK-0100,0,
22820,RJ-1900,RJ-1900,0,
22885,SM-2400,EG-0200,0,
22899,HP-0100,AM-2900,0,
23016,BS-1700,DS-2100,0,TK-0400
23020,AH-0200,DE-1200,0,LW-1500
23066,MB-1000,TH-2600,0,RC-1400
23138,IB-0200,DE-1200,0,DE-1200
23170,TG-1600,TN-0700,0,RW-2000
23293,DP-0200,RD-0400,0,
23361,SB-1900,JN-0200,0,RC-1900
23490,SM-0900,KN-0200,25,SR-0900
23515,SB-0700,JJ-3400,0,JJ-3400
23529,RW-2600,RW-2600,0,AL-1000
23541,DH-4100,MM-5500,0,KM-0300
23576,RW-2600,RW-2600,0,LW-1500
23601,SB-0700,KM-2200,90,SK-0500
23607,SB-0700,KM-2200,0,WW-0300
23614,MB-0900,IB-0300,0,
23629,CM-3100,CM-3100,0,KH-0400
23713,DB-2600,SC-1000,0,
23745,DB-2600,OR-0200,8,
23770,DB-2600,MS-3700,0,SC-1000
23833,ES-1000,TS-2900,0,DW-3400
23918,AS-1400,EE-0200,0,EE-0200
23933,DP-1700,DP-1700,0,
23982,CW-0700,RT-0800,0,CC-0800
24018,DK-0200,DK-0200,0,
24020,DK-0200,DK-0200,0,RP-1600
24123,TD-2500,TD-2500,0,
24176,JK-1500,JK-1500,0,GW-0100
24185,MB-4500,FT-0100,0,
24243,JK-1500,JK-1500,0,
24254,KM-0900,MS-2000,0,IC-0100
24265,JK-1500,JK-1500,0,
24422,DC-4400,SR-0600,0,SR-0600
24434,MP-1300,RT-0200,0,TC-1100
24449,JP-3200,JP-3200,0,JR-0200
24469,TJ-2700,LH-0200,1,LH-0200
24485,AT-0900,DM-1000,21,KL-1700
24512,BL-1000,PM-1200,0,LS-2000
24597,TB-0400,TB-0400,0,LF-0300
24628,GC-0800,,0,
24797,SP-1800,JP-3600,32,LF-0400
24861,MM-5000,MM-5000,0,JW-5000
24885,RJ-0700,RJ-0700,0,
24976,JG-2800,RD-0300,0,
25158,EG-0600,EG-0600,0,
25298,AG-1600,CA-0300,0,DB-4200
25326,TD-1400,MF-1100,0,JK-0300
25390,EG-0200,MM-2300,0,JS-1900
25408,CB-4000,AM-2100,0,
25417,JL-1400,,0,RG-1200
25438,TD-1400,JL-1400,0,JK-0300
25454,EG-0200,KL-1200,0,MM-2300
25458,JL-1400,JL-1400,0,RG-1200
25466,SM-2400,RB-4700,0,PB-0600
25543,JF-1700,VG-0200,0,JF-0500
25677,RJ-2400,LK-0300,0,GC-0700
25704,DO-0200,ZC-0200,0,TS-2400
25729,RG-0200,KP-0800,0,IG-0200
25778,TD-0500,,0,AD-1500
25957,JT-3900,DN-0800,0,OB-0200
26089,WD-0700,CS-1600,0,WH-0200
26124,RJ-0700,DH-4500,0,KB-2600
26129,RL-0300,RR-1200,0,KT-0800
26223,GF-0400,GD-0300,0,DL-1500
26224,RL-0300,RL-0300,0,
26238,JF-0700,KT-0800,0,RC-2600
26247,RL-0300,BR-1300,0,
26319,PM-0200,PM-0200,0,
26445,MM-5500,DB-3300,0,
26599,EG-0600,PW-0900,0,SR-0900
26654,EG-0600,JT-0200,0,MW-1500
26695,JW-1200,MJ-2200,0,EL-0500
26795,RL-1400,RL-1400,0,BW-0300
26834,SB-0700,TS-0600,0,JR-0200
26883,DC-4400,RW-2000,0,MR-2300
26899,DC-4400,SG-0600,0,
26913,CC-1000,RS-2000,0,MM-3400
26962,KW-2400,KW-2400,0,
27002,BB-1700,OS-0800,12,LM-1300
27044,DB-2600,PP-0300,0,
27120,TB-3300,AH-1425,0,
27132,SM-2700,BB-1700,0,GS-1100
27251,RG-0200,KM-2200,0,JJ-3400
27283,AB-2900,KT-1000,0,
27369,CB-0900,MS-5300,0,SG-0300
27372,TB-0400,LE-0100,0,JJ-4100
27389,BL-1000,BG-1600,0,CB-4100
27446,BS-3600,,0,DT-0700
27453,KC-2000,RP-1600,0,JH-0300
27553,CM-0400,RM-3000,0,PT-0500
27611,LB-1200,JR-3400,0,PT-0500
27739,TS-3400,GM-0400,0,EW-1050
27791,CC-1400,BK-1100,0,CO-0500
27817,FW-1100,DM-1500,20,
27836,SM-2400,TR-0700,0,DM-1500
27865,EK-0600,CF-1500,0,CF-1500
27893,SM-2400,CB-4300,0,KM-1300
27972,MB-4500,JG-1300,0,LF-0400
28027,KS-2300,LS-1200,1,GW-0100
28050,TE-0200,DS-1800,0,DC-1700
28060,BS-1700,RS-3000,2,ML-2300
28191,TH-2300,MS-4700,1,DS-0400
28201,JG-1000,JG-1000,0,
28244,TH-2600,SS-1000,1,DT-0400
28371,ES-1000,TS-0600,0,RG-2000
28386,RS-2000,DD-1600,0,EE-0200
28440,CB-0900,CB-0900,0,
28461,JS-6500,WR-0300,0,
28463,CB-0900,KS-0400,0,KS-0400
28554,MW-0300,MW-0300,0,JA-1900
28623,DN-1400,BJ-0200,0,CH-1800
28681,SW-2400,RB-4700,0,CB-4000
28683,JL-1400,JO-0500,0,SC-1000
28729,PH-0600,WR-0200,0,DH-3600
28791,AS-1400,AS-1400,0,
28794,DK-1100,DK-1100,0,
28799,CY-0100,MV-0400,0,AZ-0100
28863,PW-0400,MR-1600,0,
28866,AS-1400,CS-4300,0,JG-1300
28873,AS-1400,JG-1300,22,
28894,CY-0100,MR-1600,0,
28901,NL-0600,NL-0600,0,LF-0400
28916,AS-1400,WA-0300,0,JG-1300
28984,AD-1000,OG-0100,0,MT-0800
29109,DM-0500,DM-0500,0,JW-4000
29242,SM-0900,SM-0900,0,
29243,JA-0800,ML-1800,0,RP-0800
29260,JA-0800,VG-0200,0,EL-0500
29314,JA-0800,SB-2000,4,
29407,CC-1400,CC-1400,0,JT-0700
29437,TD-2500,TB-3500,3,CW-3700
29453,RG-0200,RG-0200,0,
29503,NK-0600,MC-0600,0,BS-2500
29528,DG-1800,,0,JC-1500
29557,NJ-0200,LA-0800,0,
29601,TF-0700,JH-2600,0,DC-2200
29643,FJ-0500,DC-2200,0,
29671,WM-0900,WM-0900,0,
29738,BH-2100,CG-2100,0,JM-5300
29753,GF-0400,MS-2000,63,AS-1000
29793,DO-0200,,0,
29803,DJ-0100,EB-1700,0,DO-0200
29827,MA-1000,CB-3300,10,MS-2000
29829,DO-0200,IK-0100,0,TT-0800
29872,DO-0200,DO-0200,0,
29907,AM-1300,JH-4500,0,
29929,AH-0200,DS-3400,0,
29958,TG-1600,JJ-3400,0,LG-0300
30027,AH-0200,KM-1800,0,TG-1500
30030,TG-1600,DH-4100,0,LG-0300
30183,PP-1000,BK-0600,0,DB-4200
30251,JR-2300,DR-2100,0,
30270,JT-2800,MB-0800,0,
30276,SH-0900,KS-1200,0,MC-0100
30330,DM-2200,SB-0200,0,MC-2000
30347,DA-2000,DA-2000,0,BS-2800
30353,JG-1000,BD-0700,0,
30452,TB-0400,TB-0400,0,
30483,DB-4500,MS-5300,0,RP-1000
30552,DB-4500,MS-5300,0,
30580,TB-0400,PT-0500,0,RM-3000
30585,CG-2600,GW-1200,0,
30629,SB-0700,NW-0200,9,LB-1800
30643,SB-0700,FG-0100,0,NW-0200
30648,MM-2700,KH-0400,0,
30669,BF-1100,,0,
30677,AF-1300,ER-0400,22,MM-3400
30834,LF-0600,RG-2000,0,
31017,DJ-1800,MS-2000,3,WW-0700
31058,DJ-1800,MS-2000,3,AS-1000
31143,CW-0900,CW-0900,0,
31179,JF-1400,CM-2800,0,
31207,DF-1300,DF-1300,0,TA-0900
31229,KW-0500,MF-0300,0,MM-3400
31276,TH-2300,ER-0400,4,ED-0100
31281,AH-0200,CH-3000,0,
31289,AH-0200,DE-1200,0,ED-0100
31338,DB-2800,DB-2800,0,
31485,CD-1500,,0,RD-0600
31489,MC-1700,BG-1400,0,
31658,SW-2400,ML-2300,3,KH-0500
31701,KT-0500,KT-0500,0,
31775,KM-0500,JS-5300,0,KB-2600
31776,MA-1000,LF-0800,0,KM-0500
31811,JH-5200,,0,BR-1300
31978,PM-0200,JS-0600,0,BC-2700
32059,FW-1100,BW-1500,0,TV-0200
32173,BM-3200,BD-0700,0,
32282,TW-1600,LF-0400,0,BA-0300
32305,KS-2300,KS-2300,0,DR-3600
32323,TW-1600,LF-0400,0,EH-0900
32367,JB-3400,WG-0100,0,GJ-0100
32491,FJ-0500,LS-0300,16,ZB-0300
32555,JT-3900,DJ-0300,0,
32583,WM-0400,WM-0400,0,
32611,TA-0300,WS-0100,0,CA-0300
32627,TY-0200,OG-0500,0,
32672,ES-1000,BK-0600,0,DB-4200
32752,JJ-5200,SB-0200,0,DG-2500
32816,DC-0300,SB-0200,0,DS-2900
32833,LC-0400,LC-0400,0,PM-1200
33131,EG-0600,TJ-1300,0,
33180,SM-3500,TG-0500,24,OS-0800
33196,KF-0200,GW-0600,0,MM-1100
33221,TD-1400,MF-1100,0,JP-1100
33241,RF-0800,JS-1900,0,
33259,TD-1400,AS-1100,0,DM-2300
33264,RL-0300,LW-0800,0,CB-4000
33296,TF-0700,RB-4700,0,KH-1700
33312,DJ-0800,BJ-0200,0,
33346,NJ-0200,NJ-0200,0,
33415,MB-0500,TJ-1300,0,CE-0100
33459,JR-0600,SI-0200,0,SH-0100
33534,DP-0800,SZ-0100,0,CS-1800
33558,BM-3300,EL-0400,0,LC-0500
33658,DM-2200,KM-1300,29,MS-3700
33659,DP-0800,DP-0800,0,
33671,DP-0500,TV-0200,0,TV-0200
33678,DP-0800,DP-0800,0,
33682,SO-0200,DP-0800,0,
33685,TP-2100,EL-0300,0,
33771,SD-0400,DC-2400,8,BN-0500
33776,JG-1000,AH-2500,0,AS-3000
33803,AW-2100,AW-2100,0,
33906,DO-0200,DO-0200,0,
33909,GF-0400,ML-1200,0,MS-2000
33914,RW-1000,RW-1000,0,BR-1300
33943,KC-1600,KC-1600,0,SS-2600
33946,CR-1500,KB-2600,0,KB-2600
33953,IM-0200,DJ-0100,0,
34034,DH-4200,KW-1000,0,WH-0600
34036,AG-1600,AG-1600,0,CC-1800
34042,AR-1700,AR-1700,0,
34074,JS-6500,ND-0400,52,BH-0500
34090,BF-0100,SB-1000,0,
34266,JM-0700,MJ-0700,0,
34350,FM-0700,ER-0400,0,SG-0600
34364,TR-0300,LT-0800,0,AL-1000
34584,JF-1400,JD-3100,0,
34585,SK-0400,SK-0400,0,
34855,CG-0400,LG-0300,0,JJ-3400
34923,TS-2100,,0,BY-0400
35007,DC-4400,RS-2000,0,GW-1700
35100,SM-2400,SM-2400,0,
35179,SM-2400,FM-0400,0,RW-3600
35207,SM-2400,TB-0500,0,RW-3600
35235,CS-0200,EK-0600,0,CC-0800
35341,TW-1600,TW-1600,0,
35505,TW-2100,TW-2100,0,SJ-0100
35539,RJ-1200,BH-1400,48,JB-7900
35594,TW-2100,TP-1900,0,
35657,RD-2000,KS-2300,0,
35670,KS-2300,JB-3400,0,
35686,JM-4700,JM-4700,0,
35687,SD-0400,BA-0300,0,KV-0700
35736,SA-0700,,0,JS-3100
35747,RH-3400,GJ-0900,0,MS-4700
35750,BJ-1400,EH-0900,4,
